id,collector,location,timestamp,gender,age_group,occupation,venue_preference,price_influence,satisfaction,amenities_importance,service_quality,value_for_money,visit_frequency,annual_spending,recommendation_score
1054,Surveyor C,Resort Golf Course E,2023-10-27 03:33:00,Male,65+ years old,Lawyer,"Member club,Practice course,Public course",1,5,3,1,5,Once a month,13163,7
1055,Surveyor D,Practice Course A,2023-10-27 03:34:00,Female,26-35 years old,Freelancer,Public course,5,4,4,3,3,2-3 times per month,26605,7
1056,Surveyor E,Resort Golf Course E,2023-10-27 03:35:00,Male,26-35 years old,Technical Professional,"Member club,Public course,Resort course",3,3,5,1,1,Once a week,5209,6
1057,Surveyor A,Practice Course A,2023-10-27 03:36:00,Male,56-65 years old,Freelancer,Practice course,2,2,2,4,3,Once a week,9834,10
1058,Surveyor E,Public Golf Course D,2023-10-27 03:37:00,Female,26-35 years old,Retiree,"Public course,Practice course",4,1,5,3,5,Once a week,36512,10
1059,Surveyor A,Public Golf Course D,2023-10-27 03:38:00,Female,26-35 years old,Sales Person,Resort course,2,4,1,1,4,Several times per year,17446,8
1060,Surveyor B,Practice Course A,2023-10-27 03:39:00,Male,18-25 years old,Business Executive,"Public course,Practice course,Resort course",5,5,4,5,2,Once a week,8962,7
1061,Surveyor C,Practice Course B,2023-10-27 03:40:00,Female,36-45 years old,Lawyer,Member club,1,3,2,1,2,Once a week,18028,4
1062,Surveyor B,Resort Golf Course E,2023-10-27 03:41:00,Female,26-35 years old,Retiree,"Resort course,Member club,Public course",1,1,4,5,2,Once a quarter,26903,7
1063,Surveyor A,Resort Golf Course E,2023-10-27 03:42:00,Female,36-45 years old,Technical Professional,"Resort course,Practice course,Public course",4,5,4,2,4,2-3 times per month,16717,1
1064,Surveyor D,Public Golf Course D,2023-10-27 03:43:00,Female,56-65 years old,Engineer,"Practice course,Resort course",1,5,2,4,2,2-3 times per month,42562,3
1065,Surveyor A,Practice Course A,2023-10-27 03:44:00,Male,18-25 years old,Technical Professional,"Practice course,Member club",1,2,5,1,5,Once a month,35545,2
1066,Surveyor A,Resort Golf Course E,2023-10-27 03:45:00,Male,56-65 years old,Technical Professional,"Practice course,Resort course",4,2,5,3,4,Several times per year,40212,7
1067,Surveyor D,Public Golf Course D,2023-10-27 03:46:00,Male,56-65 years old,Freelancer,Practice course,4,1,5,4,2,Once a quarter,48543,9
1068,Surveyor B,Resort Golf Course E,2023-10-27 03:47:00,Male,18-25 years old,Engineer,Public course,5,5,3,1,1,Once a quarter,46100,5
1069,Surveyor C,Practice Course A,2023-10-27 03:48:00,Female,46-55 years old,Teacher,"Resort course,Practice course",1,2,5,3,4,Once a quarter,40375,9
1070,Surveyor A,Practice Course B,2023-10-27 03:49:00,Female,26-35 years old,Freelancer,"Public course,Practice course,Member club",1,3,2,3,4,Once a month,25320,8
1071,Surveyor A,Member Golf Club C,2023-10-27 03:50:00,Male,26-35 years old,Lawyer,"Member club,Practice course",5,3,3,3,3,Once a month,24301,1
1072,Surveyor C,Public Golf Course D,2023-10-27 03:51:00,Female,18-25 years old,Lawyer,"Resort course,Public course,Member club",3,5,5,3,2,Once a quarter,23181,2
1073,Surveyor A,Public Golf Course D,2023-10-27 03:52:00,Female,46-55 years old,Freelancer,Public course,3,2,3,1,1,Once a month,14168,6
1074,Surveyor C,Member Golf Club C,2023-10-27 03:53:00,Male,26-35 years old,Freelancer,"Practice course,Member club",3,1,2,2,5,Several times per year,7573,5
1075,Surveyor C,Member Golf Club C,2023-10-27 03:54:00,Female,26-35 years old,Technical Professional,"Member club,Public course",5,1,5,5,4,Once a quarter,23973,7
1076,Surveyor C,Public Golf Course D,2023-10-27 03:55:00,Female,26-35 years old,Retiree,"Practice course,Member club",1,1,1,5,5,Once a week,41051,9
1077,Surveyor D,Practice Course B,2023-10-27 03:56:00,Female,56-65 years old,Lawyer,"Public course,Resort course",5,3,2,5,5,Once a quarter,47759,4
1078,Surveyor B,Public Golf Course D,2023-10-27 03:57:00,Male,36-45 years old,Retiree,"Practice course,Public course",5,2,4,2,5,2-3 times per month,25801,8
1079,Surveyor B,Member Golf Club C,2023-10-27 03:58:00,Female,56-65 years old,Sales Person,"Resort course,Public course",3,2,4,3,3,Several times per year,33644,4
1080,Surveyor E,Resort Golf Course E,2023-10-27 03:59:00,Male,36-45 years old,Sales Person,Resort course,2,3,2,3,5,Once a month,32523,3
1081,Surveyor D,Practice Course A,2023-10-27 04:00:00,Female,46-55 years old,Civil Servant,"Public course,Member club,Resort course",1,1,4,4,2,Once a quarter,38481,2
1082,Surveyor E,Resort Golf Course E,2023-10-27 04:01:00,Female,26-35 years old,Technical Professional,Practice course,3,1,2,5,2,Once a week,23807,8
1083,Surveyor B,Practice Course B,2023-10-27 04:02:00,Male,46-55 years old,Engineer,Public course,2,5,1,5,1,2-3 times per month,6890,8
1084,Surveyor B,Public Golf Course D,2023-10-27 04:03:00,Male,26-35 years old,Freelancer,"Practice course,Public course,Member club",2,4,2,3,1,Once a month,24951,3
1085,Surveyor B,Public Golf Course D,2023-10-27 04:04:00,Female,65+ years old,Freelancer,"Resort course,Practice course,Public course",4,2,5,5,5,Once a month,10375,1
1086,Surveyor A,Practice Course A,2023-10-27 04:05:00,Male,18-25 years old,Business Executive,"Resort course,Member club,Practice course",1,2,5,3,5,Once a quarter,36305,6
1087,Surveyor E,Resort Golf Course E,2023-10-27 04:06:00,Male,65+ years old,Business Executive,"Resort course,Member club",2,2,3,3,3,2-3 times per month,20579,5
1088,Surveyor D,Practice Course A,2023-10-27 04:07:00,Female,26-35 years old,Lawyer,Practice course,3,4,4,3,5,2-3 times per month,14870,8
1089,Surveyor E,Practice Course B,2023-10-27 04:08:00,Male,26-35 years old,Teacher,Practice course,4,5,4,1,5,2-3 times per month,23531,6
1090,Surveyor B,Resort Golf Course E,2023-10-27 04:09:00,Female,65+ years old,Sales Person,"Member club,Public course,Practice course",1,4,2,1,5,Once a month,14109,4
1091,Surveyor D,Resort Golf Course E,2023-10-27 04:10:00,Male,56-65 years old,Freelancer,"Member club,Public course",5,1,4,1,4,Once a quarter,31842,10
1092,Surveyor E,Practice Course B,2023-10-27 04:11:00,Female,18-25 years old,Retiree,"Public course,Resort course",3,1,5,1,4,Once a month,15716,10
1093,Surveyor B,Public Golf Course D,2023-10-27 04:12:00,Female,18-25 years old,Teacher,"Public course,Member club",2,2,1,2,3,Once a quarter,23190,2
1094,Surveyor B,Public Golf Course D,2023-10-27 04:13:00,Female,46-55 years old,Technical Professional,"Member club,Resort course,Public course",2,3,2,4,3,Several times per year,41819,8
1095,Surveyor D,Member Golf Club C,2023-10-27 04:14:00,Male,26-35 years old,Freelancer,"Practice course,Member club,Public course",3,2,4,4,2,Once a month,37433,5
1096,Surveyor C,Public Golf Course D,2023-10-27 04:15:00,Male,18-25 years old,Engineer,"Public course,Member club",2,3,5,3,3,Once a week,46519,8
1097,Surveyor D,Practice Course A,2023-10-27 04:16:00,Male,36-45 years old,Retiree,"Practice course,Member club,Resort course",4,4,3,5,2,Once a month,30204,5
1098,Surveyor C,Practice Course B,2023-10-27 04:17:00,Male,46-55 years old,Civil Servant,"Public course,Member club",1,1,4,1,5,Once a month,47871,6
1099,Surveyor A,Public Golf Course D,2023-10-27 04:18:00,Female,56-65 years old,Freelancer,Resort course,4,3,1,4,3,Once a quarter,41530,10
1100,Surveyor D,Resort Golf Course E,2023-10-27 04:19:00,Female,46-55 years old,Retiree,"Resort course,Public course,Practice course",2,4,1,4,3,2-3 times per month,49511,5
1101,Surveyor C,Practice Course B,2023-10-27 04:20:00,Female,65+ years old,Sales Person,"Member club,Resort course",5,1,4,1,3,Once a month,31384,3
1102,Surveyor E,Public Golf Course D,2023-10-27 04:21:00,Male,46-55 years old,Civil Servant,"Public course,Resort course",1,3,4,2,2,Once a week,15087,10
1103,Surveyor B,Practice Course A,2023-10-27 04:22:00,Male,56-65 years old,Freelancer,Member club,1,2,5,2,2,Once a quarter,17122,8
1104,Surveyor A,Member Golf Club C,2023-10-27 04:23:00,Male,56-65 years old,Doctor,"Member club,Practice course,Resort course",3,2,4,4,1,Once a month,35898,3
1105,Surveyor D,Member Golf Club C,2023-10-27 04:24:00,Male,65+ years old,Lawyer,"Practice course,Member club,Public course",3,2,3,2,2,Once a quarter,20841,4
1106,Surveyor C,Practice Course B,2023-10-27 04:25:00,Female,46-55 years old,Doctor,Public course,5,4,5,1,2,2-3 times per month,30582,6
1107,Surveyor E,Practice Course A,2023-10-27 04:26:00,Female,56-65 years old,Business Executive,"Member club,Practice course",1,2,2,4,4,Once a month,15042,2
1108,Surveyor C,Practice Course A,2023-10-27 04:27:00,Male,46-55 years old,Technical Professional,"Member club,Public course",5,5,3,1,3,Once a week,31505,7
1109,Surveyor D,Practice Course A,2023-10-27 04:28:00,Female,65+ years old,Freelancer,"Public course,Resort course",3,1,5,2,2,Several times per year,28294,5
1110,Surveyor C,Public Golf Course D,2023-10-27 04:29:00,Female,56-65 years old,Civil Servant,"Resort course,Member club,Public course",3,4,5,1,3,Once a month,11173,10
1111,Surveyor D,Member Golf Club C,2023-10-27 04:30:00,Female,36-45 years old,Civil Servant,"Public course,Member club,Resort course",1,2,1,2,3,Once a week,23516,5
1112,Surveyor C,Practice Course A,2023-10-27 04:31:00,Male,56-65 years old,Sales Person,Resort course,4,1,5,2,4,Once a quarter,11932,5
1113,Surveyor B,Resort Golf Course E,2023-10-27 04:32:00,Female,56-65 years old,Civil Servant,"Member club,Practice course",2,3,3,1,3,Once a quarter,22909,2
1114,Surveyor D,Public Golf Course D,2023-10-27 04:33:00,Male,65+ years old,Business Executive,Member club,3,2,4,2,2,Several times per year,35241,10
1115,Surveyor D,Resort Golf Course E,2023-10-27 04:34:00,Male,65+ years old,Business Executive,Practice course,3,1,3,3,3,Once a quarter,21712,9
1116,Surveyor A,Resort Golf Course E,2023-10-27 04:35:00,Male,46-55 years old,Civil Servant,Resort course,4,5,2,1,1,Once a month,7657,3
1117,Surveyor B,Practice Course B,2023-10-27 04:36:00,Female,36-45 years old,Freelancer,"Member club,Public course",4,3,5,3,1,Several times per year,34105,7
1118,Surveyor D,Public Golf Course D,2023-10-27 04:37:00,Female,56-65 years old,Teacher,"Member club,Practice course",5,5,5,1,4,Once a month,46547,5
1119,Surveyor E,Resort Golf Course E,2023-10-27 04:38:00,Female,46-55 years old,Retiree,Resort course,5,1,5,2,2,Several times per year,35382,10
1120,Surveyor C,Public Golf Course D,2023-10-27 04:39:00,Male,26-35 years old,Doctor,"Member club,Resort course",2,5,5,2,4,Once a quarter,27356,10
1121,Surveyor E,Practice Course A,2023-10-27 04:40:00,Male,56-65 years old,Freelancer,Resort course,2,1,1,4,1,Once a month,24589,5
1122,Surveyor C,Practice Course B,2023-10-27 04:41:00,Female,46-55 years old,Civil Servant,Member club,1,1,1,4,2,Once a quarter,44601,4
1123,Surveyor C,Member Golf Club C,2023-10-27 04:42:00,Female,26-35 years old,Teacher,"Public course,Resort course",5,5,4,3,3,Once a week,28916,10
1124,Surveyor A,Resort Golf Course E,2023-10-27 04:43:00,Female,18-25 years old,Civil Servant,Member club,3,1,5,2,2,Once a week,45675,6
1125,Surveyor D,Practice Course B,2023-10-27 04:44:00,Female,26-35 years old,Civil Servant,"Member club,Practice course,Public course",5,2,2,4,5,2-3 times per month,39366,7
1126,Surveyor C,Practice Course B,2023-10-27 04:45:00,Male,18-25 years old,Business Executive,"Practice course,Public course",3,1,4,2,2,2-3 times per month,8851,7
1127,Surveyor A,Practice Course B,2023-10-27 04:46:00,Female,56-65 years old,Doctor,Member club,4,4,5,1,3,Once a quarter,32048,8
1128,Surveyor E,Practice Course B,2023-10-27 04:47:00,Female,36-45 years old,Technical Professional,Resort course,5,1,1,4,5,Once a month,12582,5
1129,Surveyor A,Practice Course A,2023-10-27 04:48:00,Female,36-45 years old,Doctor,Public course,4,4,2,3,4,2-3 times per month,48777,7
1130,Surveyor E,Public Golf Course D,2023-10-27 04:49:00,Male,18-25 years old,Doctor,Member club,2,1,4,4,2,2-3 times per month,45591,4
1131,Surveyor D,Member Golf Club C,2023-10-27 04:50:00,Male,56-65 years old,Sales Person,"Member club,Public course,Resort course",2,1,2,2,4,Several times per year,9607,9
1132,Surveyor C,Member Golf Club C,2023-10-27 04:51:00,Male,46-55 years old,Doctor,"Member club,Resort course,Practice course",1,5,5,5,2,Once a quarter,10507,5
1133,Surveyor B,Public Golf Course D,2023-10-27 04:52:00,Male,46-55 years old,Teacher,Public course,5,2,3,5,1,Once a month,10934,3
1134,Surveyor E,Member Golf Club C,2023-10-27 04:53:00,Female,46-55 years old,Civil Servant,Public course,4,2,2,2,1,Several times per year,46971,5
1135,Surveyor C,Practice Course B,2023-10-27 04:54:00,Female,36-45 years old,Freelancer,"Public course,Resort course,Member club",3,3,2,1,3,Once a month,26952,9
1136,Surveyor B,Practice Course A,2023-10-27 04:55:00,Male,36-45 years old,Technical Professional,"Public course,Member club",2,5,1,4,1,2-3 times per month,9659,8
1137,Surveyor B,Practice Course B,2023-10-27 04:56:00,Male,18-25 years old,Technical Professional,Member club,2,5,5,5,5,Once a week,9398,1
1138,Surveyor E,Practice Course B,2023-10-27 04:57:00,Female,36-45 years old,Engineer,"Resort course,Practice course",3,2,2,1,5,Once a week,11242,5
1139,Surveyor C,Practice Course A,2023-10-27 04:58:00,Male,46-55 years old,Lawyer,"Practice course,Resort course,Member club",4,5,5,2,2,Several times per year,33620,6
1140,Surveyor B,Resort Golf Course E,2023-10-27 04:59:00,Female,26-35 years old,Retiree,Practice course,4,2,1,1,4,2-3 times per month,30905,10
1141,Surveyor A,Member Golf Club C,2023-10-27 05:00:00,Female,18-25 years old,Retiree,"Practice course,Public course",5,5,5,2,5,2-3 times per month,15796,2
1142,Surveyor A,Practice Course A,2023-10-27 05:01:00,Male,26-35 years old,Teacher,"Resort course,Practice course,Public course",5,1,1,4,2,2-3 times per month,44379,6
1143,Surveyor C,Public Golf Course D,2023-10-27 05:02:00,Female,46-55 years old,Business Executive,Public course,1,2,1,1,4,Once a month,44480,9
1144,Surveyor D,Public Golf Course D,2023-10-27 05:03:00,Female,65+ years old,Civil Servant,"Practice course,Resort course",2,2,4,4,1,Once a week,42275,4
1145,Surveyor A,Public Golf Course D,2023-10-27 05:04:00,Male,26-35 years old,Business Executive,Member club,5,4,5,1,2,Once a month,18937,3
1146,Surveyor E,Resort Golf Course E,2023-10-27 05:05:00,Female,46-55 years old,Civil Servant,"Member club,Public course,Resort course",4,5,3,2,4,Once a month,36531,9
1147,Surveyor C,Practice Course A,2023-10-27 05:06:00,Male,56-65 years old,Business Executive,"Resort course,Member club,Public course",3,5,4,2,3,Once a month,24569,2
1148,Surveyor B,Resort Golf Course E,2023-10-27 05:07:00,Female,65+ years old,Teacher,"Practice course,Member club",4,2,1,1,3,Once a quarter,17343,9
1149,Surveyor A,Public Golf Course D,2023-10-27 05:08:00,Male,26-35 years old,Business Executive,"Resort course,Practice course",2,1,3,2,5,Several times per year,16533,10
1150,Surveyor C,Practice Course B,2023-10-27 05:09:00,Male,65+ years old,Doctor,"Member club,Resort course",4,1,2,3,4,Once a month,36132,2
1151,Surveyor C,Practice Course B,2023-10-27 05:10:00,Male,36-45 years old,Civil Servant,Public course,1,1,2,3,3,2-3 times per month,36356,10
1152,Surveyor D,Resort Golf Course E,2023-10-27 05:11:00,Male,46-55 years old,Teacher,"Practice course,Member club,Public course",2,5,4,4,5,Once a quarter,20438,3
1153,Surveyor B,Public Golf Course D,2023-10-27 05:12:00,Female,26-35 years old,Civil Servant,"Public course,Resort course,Member club",3,4,3,3,2,2-3 times per month,31366,7
1154,Surveyor B,Public Golf Course D,2023-10-27 05:13:00,Male,26-35 years old,Civil Servant,"Resort course,Member club",1,2,5,3,2,2-3 times per month,18968,2
1155,Surveyor B,Public Golf Course D,2023-10-27 05:14:00,Female,18-25 years old,Sales Person,"Resort course,Member club,Public course",2,3,3,5,4,Once a quarter,22490,1
1156,Surveyor E,Public Golf Course D,2023-10-27 05:15:00,Male,26-35 years old,Sales Person,"Member club,Practice course",3,4,4,5,4,Once a quarter,24173,9
1157,Surveyor C,Practice Course A,2023-10-27 05:16:00,Female,46-55 years old,Lawyer,"Resort course,Public course",1,3,5,5,4,Once a quarter,15376,6
1158,Surveyor E,Resort Golf Course E,2023-10-27 05:17:00,Male,36-45 years old,Civil Servant,Public course,1,4,5,5,4,Once a week,30114,9
1159,Surveyor E,Resort Golf Course E,2023-10-27 05:18:00,Male,46-55 years old,Technical Professional,"Member club,Practice course,Public course",2,1,2,2,3,Once a month,26168,3
1160,Surveyor C,Practice Course A,2023-10-27 05:19:00,Male,46-55 years old,Teacher,"Practice course,Member club,Public course",5,5,3,4,3,Once a week,5718,3
1161,Surveyor B,Practice Course B,2023-10-27 05:20:00,Female,46-55 years old,Lawyer,"Public course,Practice course",1,3,5,4,5,Once a month,44844,10
1162,Surveyor C,Resort Golf Course E,2023-10-27 05:21:00,Female,65+ years old,Teacher,"Public course,Resort course,Practice course",1,4,4,3,3,2-3 times per month,41763,3
1163,Surveyor D,Member Golf Club C,2023-10-27 05:22:00,Male,46-55 years old,Business Executive,Public course,3,5,2,4,2,Once a quarter,5305,2
1164,Surveyor C,Resort Golf Course E,2023-10-27 05:23:00,Female,36-45 years old,Civil Servant,"Public course,Member club,Practice course",4,3,5,3,5,Once a month,26814,6
1165,Surveyor C,Resort Golf Course E,2023-10-27 05:24:00,Female,26-35 years old,Freelancer,"Resort course,Public course,Member club",2,2,3,4,3,2-3 times per month,46347,3
1166,Surveyor A,Practice Course B,2023-10-27 05:25:00,Male,46-55 years old,Technical Professional,"Resort course,Practice course,Member club",2,4,2,1,4,Once a week,46684,5
1167,Surveyor D,Practice Course A,2023-10-27 05:26:00,Female,26-35 years old,Engineer,Practice course,5,2,3,1,3,2-3 times per month,35711,5
